unit_id	verdict	evidence
agent/harness/types	applied	Field-by-field wire pass over types.rs vs types.ts. PromptTemplate: oracle's file_path is a required (non-Option) String with no skip_serializing_if -- base's PromptTemplate interface was missing the field entirely; added `filePath: string` (required, matches oracle exactly, // pie: types.rs:334) and threaded it through prompt-templates.ts's loadTemplateFromFile (previously never populated) plus updated call sites (agent/test/harness/{prompt-templates,resource-formatting}.test.ts) -- confirmed via grep this ripples nowhere else (coding-agent has its own independent PromptTemplate type in core/prompt-templates.ts, agent-harness.ts only consumes PromptTemplate via a generic bound, never constructs a literal). Skill.disable_model_invocation (plain bool, #[serde(default)], no skip_serializing_if -- oracle ALWAYS emits it on serialize) and PromptTemplate.description (Option<String>, no skip_serializing_if -- oracle would null-not-omit per RULEBOOK's judgment table): verified these WOULD need to become non-optional/`T|null` under strict wire fidelity, but neither field is confirmed to actually cross a JSON.stringify wire boundary in the current codebase (notification-hook.ts, grepped, sends neither resources_update events nor Skill/PromptTemplate fields; grep for Skill/PromptTemplate serialization elsewhere in packages/agent turned up nothing) -- flagged as a theoretical wire-fidelity gap for the orchestrator/notification-hook owner to confirm rather than force-widening these two fields, since doing so would require required-field construction at every Skill/PromptTemplate literal across agent-harness.ts, coding-agent, and multiple pre-existing tests (none owned by this unit) for no currently-demonstrable behavior bug. SkillSource enum (Builtin/User/Project, types.rs:242-263) + Skill.source field: verified base deliberately uses a DIFFERENT but equivalent mechanism -- generic TSource + mapSkill in loadSourcedSkills/loadSourcedPromptTemplates, with the real builtin<user<project precedence implemented one layer up in packages/coding-agent/src/core/skills.ts (a separate phase-11 manifest unit, curated semantic map) -- adding oracle's baked-in enum to the harness-level Skill type would duplicate/conflict with that existing, already-richer SourceInfo-based design; verdict: none for this sub-point, no action. SessionErrorCode (types.rs:357-366: NotFound/AlreadyExists/Corrupted/StorageFailure/Aborted/Unknown vs base's not_found/invalid_session/invalid_entry/invalid_fork_target/storage/unknown -- overlap is only not_found+unknown, confirmed real divergence as flagged by the prior batch): grepped all `new SessionError(...)` call sites -- exclusively in packages/agent/src/harness/session/*.ts (memory-storage.ts, session.ts, memory-repo.ts, compaction/branch-summarization.ts, repo-utils.ts, jsonl-repo.ts, jsonl-storage.ts), ALL already-completed units per this phase's conflict-avoidance list and heavily dependent on invalid_session/not_found today; changing the union to match oracle would break compilation across every one of those out-of-scope, already-shipped files. Verdict: none for this sub-point -- deliberately NOT changed here (would require touching session/*.ts's error-construction call sites, out of scope for this 4-unit batch); reported to orchestrator as a cross-unit item needing coordinated handling (either a future dedicated unit that touches types.ts + all session/*.ts call sites together, or an explicit RULEBOOK note accepting the divergence). tsgo -p tsconfig.build.json 0 errors; full packages/agent vitest suite (313 tests, 26 files) green after this change.
agent/harness/skills	applied	skills.rs (568 lines) vs skills.ts diff-port, several real behavioral divergences found and fixed (all cited inline as // pie: skills.rs:<lines>): (1) SkillFrontmatter only recognized the legacy kebab-case `disable-model-invocation` key; oracle's types.rs:294-304 documents `disable_model_invocation` (snake_case) as canonical with kebab kept only as a serde alias for back-compat -- added support for both, plus a duplicate-field parse_failed diagnostic when BOTH are present at once (matches serde_derive's alias-collision "duplicate field" error, which fires before any name/description validation runs). Locked in by crates/agent/tests/skills_loader.rs:110-145's disable_model_invocation_accepts_both_kebab_and_snake test. (2) Diagnostic order: oracle validates name before description (skills.rs:279-295); base validated description first -- reordered to match. (3) Name/description fallback used JS falsy (`||`) instead of Rust's None-only fallback (`unwrap_or_else`/`unwrap_or_default`) -- an explicit empty-string frontmatter name/description was silently replaced by the parent-dir fallback instead of being kept (and validated/flagged) as empty; fixed to check `!== undefined`. (4) Directory traversal: oracle's Walker (skills.rs:107-236) uses an explicit LIFO stack for subdirectories instead of TS's prior ascending recursive walk -- root-level *.md skills always load before ANY subdirectory's skills, and sibling subdirectories end up visited in DESCENDING name order (interleaved with their own subtrees) rather than ascending; rewrote loadSkillsFromDirInternal as a SkillWalker class mirroring the stack shape exactly. New regression test locks a concrete 3-item order (["skills","gamma","alpha"] for root beta.md + alpha/ + gamma/ dirs). Oracle's own integration tests (skills_loader.rs resume_rebuilds_* ) deliberately don't pin a specific order, only stability -- this fix goes further than oracle's own test bar requires, but is the literal algorithm, not a guess. (5) Sort comparator: oracle uses byte-ordinal `str::cmp` (skills.rs:166); base used locale-aware `localeCompare` -- switched to plain ordinal `<`/`>`. (6) Ignore-file merging: oracle's merge_ignores (skills.rs:189-236,314-331, self-documented by oracle as an accepted fidelity loss) REPLACES the accumulated ignore matcher wholesale whenever a directory contributes >=1 new pattern (does not union with ancestor-directory or even same-directory earlier-file rules); base's prior implementation did a true union via a single shared mutated `ignore()` instance -- reimplemented with replace-not-merge semantics; new regression test proves a child directory's own unrelated .gitignore line silently un-ignores a path an ancestor .gitignore tried to exclude. (7) formatSkillInvocation's `additionalInstructions` used JS truthiness instead of Rust's `Option<&str>` Some/None -- an explicit empty string arg now still appends the "\n\n" separator (only a fully-absent arg skips it), matching oracle byte-for-byte; new test added. formatSkillsForSystemPrompt filtering (disable_model_invocation) was investigated here but the fix lives in system-prompt.ts, see that row. Tests: 6 new/expanded cases in skills.test.ts (dual-key x2, duplicate-key parse error, explicit-empty-name, stack order, ignore-replace) + 1 new case in resource-formatting.test.ts (additionalInstructions=""); existing skills.test.ts cases (symlink resolution -- confirmed KEPT, oracle's skills.rs DOES call resolve_kind for both the root dir and every walked entry, unlike prompt_templates.rs) all still pass unchanged. tsgo 0 errors; full agent vitest suite 313/313 green.
agent/harness/prompt_templates	applied	prompt_templates.rs (197 lines) vs prompt-templates.ts diff-port. Biggest finding: oracle's PromptTemplateRegistry class (interpolate() using named `{{var}}` mustache-style placeholders from a vars map, matching agent_harness.rs:1662-1681's real `prompt_from_template(name, vars)` / coding-agent's commands.rs `RunPromptTemplate{name,vars}` `/template <name> k=v...` invocation) had NO TS counterpart at all -- ported it as a new additive export (class PromptTemplateRegistry {list,get,static interpolate}), keeping the pre-existing formatPromptTemplateInvocation/substituteArgs (bash-style positional $1/$@/$ARGUMENTS/${@:N}) untouched since agent-harness.ts (out of scope) still calls it directly -- these are two genuinely different, coexisting mechanisms in oracle, not a replacement. interpolate()'s non-string value rendering matches Rust's `Value::to_string()` (compact JSON text) via JSON.stringify; iteration order over vars uses Object.entries (matches oracle's serde_json Map with `preserve_order` feature enabled, confirmed in Cargo.toml, i.e. insertion order, not sorted). Other divergences fixed (all cited // pie: prompt_templates.rs:<lines>): (1) name-from-frontmatter was NEVER read by the loader at all (TS always used the file stem) -- oracle's `frontmatter.name.unwrap_or(stem)` (only None falls back) was added, so a template's frontmatter `name:` now overrides the on-disk filename, matching pie's actual behavior. (2) description auto-derivation from the body's first line (60-char truncation heuristic) does not exist anywhere in oracle -- `description: frontmatter.description` is a plain passthrough (None stays undefined); removed the heuristic. (3) symlink resolution: prompt_templates.rs, unlike skills.rs, never calls a resolve_kind-equivalent anywhere -- removed the TS-added resolveKind() symlink-following for both the top-level path check and per-entry directory listing; a symlinked template file is now silently skipped, matching oracle. (4) top-level input scope: oracle's load_templates(dirs:&[&str]) only ever accepts directories (a bare file path is silently skipped, no diagnostic, since `!matches!(info.kind, FileKind::Directory)` is the only check) -- removed TS's additional "file path as top-level input" branch to match; confirmed via full-repo grep this loader (loadPromptTemplates/loadSourcedPromptTemplates) is ONLY consumed by its own tests, not by coding-agent (which has an independent core/prompt-templates.ts) or agent-harness.ts (only imports formatPromptTemplateInvocation), so zero ripple. (5) directory listing order: oracle's load_templates has no `.sort_by` at all (raw list_dir order); removed TS's `.sort(localeCompare)` call. PromptTemplate.filePath (required field) is now populated by loadTemplateFromFile, see types.ts row. Tests: prompt-templates.test.ts substantially rewritten (name-from-frontmatter-override test, symlink/file-path-skipped tests replacing the old "loads explicit files and symlinks" behavior, description-passthrough assertion, 3 new PromptTemplateRegistry tests translating prompt_templates.rs's own #[cfg(test)] block plus tests/templates_loader.rs's interpolation round-trip). tsgo 0 errors; full agent vitest suite 313/313 green.
agent/harness/system_prompt	applied	system_prompt.rs (68 lines) vs system-prompt.ts: complete divergence in both text and structure, fixed to match oracle byte-for-byte. Base's formatSkillsForSystemPrompt rendered a fully different XML block (<available_skills><skill><name>/<description>/<location></skill></available_skills>, XML-escaped) with entirely different preamble copy, and FILTERED OUT skills where disableModelInvocation was true. Oracle (system_prompt.rs:18-37) renders a plain dash-list ("<skills>\n"+preamble+"\n"+"- name: X\n  description: Y\n"+"</skills>") and does NOT filter by disable_model_invocation at all -- confirmed both by reading the function body (no filter predicate exists) and by oracle's own integration test crates/agent/tests/skills_loader.rs:230-238,320-334 (issue #25 v3): "disable_model_invocation does not affect the system-prompt block... the flag is enforced at Skill-tool execute time, not in the catalog rendering" -- a disabled skill still appears in the catalog block; the model just can't invoke it via the Skill tool (enforced in coding-agent's tools/skill.rs, out of scope). Rewrote formatSkillsForSystemPrompt to the exact preamble text + dash-list format, removed the disableModelInvocation filter and the now-dead escapeXml helper (confirmed via grep it had no other callers). formatSkillsForSystemPrompt is not called anywhere else in packages/agent or packages/coding-agent (grep-confirmed) -- zero ripple beyond its own test file. AGENTS.md/CLAUDE.md system-prompt loading (per RULEBOOK §4, "what this port does not do": do not load  AGENTS.md/CLAUDE.md  into the system prompt"): confirmed this unit's file (system-prompt.ts, 68-line pure formatter) never touched AGENTS.md/CLAUDE.md at all -- zero references anywhere in packages/agent/src (grepped). The actual divergence RULEBOOK §4 warns about lives one layer up, in packages/coding-agent/src/core/resource-loader.ts's loadContextFileFromDir (candidates: AGENTS.md/AGENTS.MD/CLAUDE.md/CLAUDE.MD) -- out of scope for this agent/harness batch (belongs to a coding-agent-layer manifest unit); flagged to orchestrator as the concrete file/line to check against RULEBOOK §4 when that unit is worked. Tests: system-prompt.test.ts fully rewritten -- empty-list case, dash-list format + verbatim preamble assertions, exact full-byte-layout assertion, and a dedicated disable_model_invocation-still-listed regression test (translates skills_loader.rs's issue #25 v3 assertion). tsgo 0 errors; full agent vitest suite 313/313 green.
agent/lib	applied	Full pub-use reconciliation of oracle lib.rs against packages/agent/src/index.ts. Confirmed all phase-8 new modules already barrelled: trigger.ts, trigger-runtime.ts, notification-hook.ts, permission.ts, cost.ts, and all 4 concurrency utils (detach.ts, async-mutex.ts, async-queue.ts, select.ts) -- name-by-name diffed against oracle pub-use lists (TriggerSource/SourceKind/PayloadVisibility/ReplacementPolicy/CredentialScope/TriggerAuthority/Trigger/TriggerState/TriggerRecord; TriggerRuntimeConfig/EvaluationOutcome/TriggerRuntimeSnapshot/TriggerRuntime; TriggerSink/NotificationHook/DynNotificationHook/HookError/NotificationHookStatus/HookState (HookFuture has no TS analog, promises used directly -- not a gap); PermissionCategory/PermissionDecision/PermissionPolicy; CostSnapshot/CostTracker/oneLineSummary/fullBreakdown), all present, no name collisions (tsgo 0 errors after full package compile). FOUND and FIXED gap: harness/session/jsonl-storage.ts (JsonlSessionStorage) and harness/session/memory-storage.ts (InMemorySessionStorage) existed but were never re-exported from index.ts, unlike oracle lib.rs:60-63 which explicitly pub-uses jsonl_storage::JsonlSessionStorage and memory_storage::MemorySessionStorage at crate root -- added both as `export *` lines (matching the wildcard convention already used for every other harness/session/*.ts file in this barrel); grep-confirmed no name collisions. FOUND and REPORTED (not fixed, out of scope -- agent.ts off-limits, another agent editing concurrently): oracle agent.rs exports AgentRunError (Agent.prompt/continue_/guard_not_streaming guard-failure error, agent.rs:171-197) but no file in packages/agent/src defines any symbol named AgentRunError -- genuine export-face gap, needs fixing inside agent.ts by its owning unit. AgentListener (also in oracle agent module pub-use list) IS present in the barrel but defined in harness/cost.ts rather than agent.ts -- satisfies the export-face requirement (no collision, tsgo clean) even though its file location diverges from oracle module mapping; not relocated (would require editing agent.ts/cost.ts, both out of scope). No harness/env/native NativeEnv re-export at index.ts root -- correct: oracle only conditionally re-exports NativeEnv there under the native-env feature; TS achieves the equivalent browser/native split via the separate ./node subpath entry (node.ts) instead of a feature flag, confirmed via package.json exports map.
agent/types	applied	Full field-by-field diff of oracle types.rs (671 lines) against base types.ts. Ported the entire Issue #110 design v0.2 permission-classification/control-plane-prompt subsystem, previously entirely absent from TS (repo-wide grep: zero hits for PermissionClassification/ControlPlanePrompt/permissionClassification before this change) and explicitly flagged as deferred phase-8 design work by packages/coding-agent/src/triggers/cron-deps.ts:66-71 own TODO(port) comment: added PermissionClassification (types.rs:407-421, discriminated union {type:"allow"}|{type:"prompt",reason}|{type:"block",reason} -- untagged/non-serde enum in oracle so tag-field choice was free, matched this file existing AgentEvent `type`-tag convention), ControlPlanePromptRequest (types.rs:423-450, camelCase interface), ControlPlanePromptDecision (types.rs:452-479, tag values allow/deny/timeout double as the as_audit_str() audit-contract string per oracle own doc comment -- ported as the tag itself rather than a separate function), BeforeToolCallResult.prompt? field (types.rs:386-396), AgentTool.permissionClassification? method (types.rs:213-234, typed against Static<TParameters> rather than oracle untyped serde_json::Value since TS already has the generic oracle lacks), AgentLoopConfig.onControlPlanePrompt? field (types.rs:590-598, inlined as a bare function type rather than a named OnControlPlanePromptHook alias -- matches this file established pattern of never naming the other hook types either: BeforeToolCallHook/AfterToolCallHook/ShouldStopHook/PrepareNextTurnHook/MessageQueueProvider/GetApiKey/ConvertToLlm are all similarly inlined despite oracle exporting named aliases for all of them), and AgentEvent control_plane_prompt_resolved case (types.rs:326-339), appended after tool_execution_end to avoid reordering existing non-divergent cases. Added AgentToolError/AgentToolErrorCode class (types.rs:256-274; oracle thiserror enum Message(String)|Other(Box<dyn Error>) -> Error subclass + code field per RULEBOOK section 2.4, static .message()/.other() factories matching the exact stub shape cron-deps.ts:91-93 already TODO(port)-marks for swap-in) -- also completely missing from the TS export surface despite active use of a local stub elsewhere in the monorepo. All additions additive/optional (new names or new optional members) -- zero existing signatures narrowed or removed; verified no pre-existing name collisions via repo-wide grep before editing. Confirmed as non-divergences (base pre-existing shape already correct, left untouched): AgentMessage/CustomMessage (oracle own doc comment types.rs:10-13 documents the TS declaration-merging design as canonical, Rust tagged Custom variant is the Rust-specific adaptation); AgentToolCall (Extract<> vs alias -- structurally identical); AgentToolResult<T> generic details vs Value; AgentContext.tools optional vs Vec; AgentState getter/setter design (oracle own doc comment types.rs:298-300 states the Rust struct was written to match pre-existing TS accessor semantics, not the reverse); default_convert_to_llm (equivalent filter already implemented as a local unexported function in agent.ts:31-35, verified semantically equivalent -- filters to role user/assistant/toolResult, matching Rust Llm-variant-only keep); StreamFn/GetApiKey handled as separate function parameters through agent-loop.ts rather than AgentLoopConfig fields (pre-existing base architecture predating pie). tsgo -p tsconfig.build.json: 0 errors after change.
agent/node	none	No divergence found. Oracle node.rs (5 lines) conditionally re-exports NativeEnv from harness::env::native at the pie_agent_core::node module path so "the common consumer path is use pie_agent_core::node::*" (oracle own doc comment). Base node.ts (2 lines: export NodeExecutionEnv from ./harness/env/nodejs.ts, export * from ./index.ts) already implements the TS-idiomatic equivalent: packages/agent/package.json exports map wires ./node to dist/node.js as a dedicated native entry point (read directly), and grep-confirmed harness/env/nodejs.ts (the only file with static node:child_process/node:crypto/node:fs imports reachable through node.ts) has exactly one importer in the whole package -- node.ts itself -- so the browser-facing "." entry (index.ts) stays free of nodejs.ts static node: imports (RULEBOOK browser-bundle-safety requirement for packages/agent). This achieves the same native/browser split oracle gets from Cargo feature flags (harness+native-env) via TS subpath-export mechanism instead -- the only faithful translation given no feature-flag equivalent exists. Did not touch harness/env/ (out of scope, another agent editing). Note: harness/agent-harness.ts:1 has a pre-existing static import of node:crypto reachable from index.ts browser-facing barrel -- flagged for orchestrator awareness (browser-bundle-safety concern) but not fixed since agent-harness.ts is out of scope for this unit.
agent/proxy	none	No divergence found; same "capability already absorbed by dependency" pattern as RULEBOOK section 1 SSE/AWS-eventstream rows. Oracle proxy.rs (3 lines) is `pub use pie_ai::utils::node_http_proxy::{build_client, proxy_from_env};` but grep across the entire oracle crates/ tree shows ZERO call sites of pie_agent_core::proxy:: or the crate-root re-export anywhere; the only actual callers of build_client/proxy_from_env are 9 provider files inside crates/ai/src/providers/*.rs, calling it via the direct intra-crate path crate::utils::node_http_proxy::build_client, never through agent proxy re-export. This exact capability (ai/utils/node_http_proxy.rs -> packages/ai/src/utils/node-http-proxy.ts) was already diff-ported as its own manifest row in phase 7 (manifest.tsv line 66, status done), and packages/ai/src/providers/amazon-bedrock.ts + utils/vertex-adc.ts already consume it directly by relative import -- an exact structural match to how oracle own ai-crate providers consume it (neither oracle nor the TS ai package public root re-exports it either, confirming this is intentionally internal-to-ai in both languages). Base packages/agent/src/proxy.ts (367 lines) contains an unrelated pre-existing pi-skeleton feature (streamProxy/ProxyStreamOptions -- routing LLM calls through an app server) with no oracle counterpart whatsoever (grep for proxy_url/ProxyStream/stream_proxy across all oracle crates: zero hits) and no other consumers besides index.ts own barrel re-export -- left untouched as out-of-scope unrelated code. Net: porting oracle dead re-export would add an unused surface with zero behavioral requirement; declined. tsgo 0 errors (file unmodified).
agent/harness/mod	none	Same precedent as agent/harness/session/mod and agent/harness/compaction/mod (see those rows). Oracle harness/mod.rs (21 lines: doc comment + 10x pub mod X; + 1 cfg-gated pub mod env;) is pure module-declaration glue, zero logic. RULEBOOK section 4: TS barrel (index.ts) only created when base already has one or multiple files need aggregated export; forbidden otherwise. Grep/ls-confirmed packages/agent/src/harness/ has no existing index.ts, and zero barrel-style imports anywhere in the repo of the form `from ".../harness"` (without an explicit filename) -- harness/ contains 17 direct .ts files plus compaction/, env/, session/, utils/ subdirs, and every consumer (packages/agent/src/index.ts, packages/coding-agent/src/**) imports each concern by its specific filename; packages/agent/src/index.ts already IS the single aggregation point for the whole harness/ subtree (verified in this same unit batch index.ts audit). No aggregation need exists; no index.ts created. No code changes.
agent/harness/utils/mod	none	Same precedent as row above / the session-mod and compaction-mod precedents. Oracle harness/utils/mod.rs (4 lines: doc comment + pub mod shell_output; + pub mod truncate;) is pure module-declaration glue, zero logic. Grep/ls-confirmed packages/agent/src/harness/utils/ contains exactly shell-output.ts and truncate.ts, no existing index.ts, and zero barrel-style imports of the form `from ".../harness/utils"` (without filename) anywhere in packages/agent or packages/coding-agent -- both files already individually re-exported by filename from packages/agent/src/index.ts (export * from ./harness/utils/shell-output.ts; export * from ./harness/utils/truncate.ts;). No aggregation need exists; no index.ts created. No code changes.
agent/tests/agent_loop	char-tests	15 rust #[tokio::test] fns -> 15 ts tests (test/ported/agent-loop.test.ts): 7 passing 1:1 (single_turn lifecycle events, tool_call loop until non-tool-use stop, before_tool_call veto, parallel tool exec timing, prepareArguments normalization, tool_execution_update ordering, run_one-does-not-hang -- this last one ported with an inline note: TS architecture has no mpsc-channel/pump-join to hang on in the first place, so it is structurally un-hangable, not just fixed). 8 skipped as a single confirmed GAP (Issue #110 "ControlPlaneWrite user-Prompt gate"): oracle AgentTool::permission_classification()/PermissionClassification enum (Allow/Block/Prompt)/OnControlPlanePromptHook/ControlPlanePromptDecision/ControlPlanePromptRequest/AgentEvent::ControlPlanePromptResolved have zero TS counterpart (grep-confirmed across src/types.ts, src/agent-loop.ts, src/agent.ts); BeforeToolCallResult (types.ts:55-58) has only block/reason, no prompt field, matching permission.ts doc comment "no prompt field on either side". it.skip with reasoning, not deleted/weakened. tsgo 0 errors; vitest 7/15 pass, 8 skip, 0 fail.
agent/tests/harness_e2e	char-tests	80 rust #[tokio::test]/#[tokio::test(flavor=...)] fns -> 80 ts tests (test/ported/harness-e2e.test.ts, ported by 2 workers -- coordinator + 1 fork -- then merged into one file): 51 passing (49 direct 1:1 + 2 behavior adapted to a different-but-real event source, see below), 29 skipped across 8 confirmed GAP categories, 0 failed. GAPs found (all grep/read-confirmed against agent-harness.ts, not guessed): (1) AgentHarness.navigateTree never rehydrates thinkingLevel/model from session context (oracle move_to does) -- move_to_rehydrates_thinking_level_from_session_context skipped; (2) no AgentHarness.systemPrompt() getter / no automatic base+skills system-prompt composition -- skills_block_appears_in_system_prompt skipped (formatSkillsForSystemPrompt is never called anywhere in src except its own def); (3) AgentHarness.promptFromTemplate uses bash-positional $1-style args (formatPromptTemplateInvocation/substituteArgs), not oracle named {{var}} interpolation (PromptTemplateRegistry.interpolate is a separate, harness-unwired mechanism) -- prompt_from_template_interpolates_and_runs skipped; (4) no AgentHarness.rehydrateFromSession method at all -- rehydrate_from_session_restores_messages_model_thinking skipped; (5) subscribeHarness/HarnessEvent deliberately carries only trigger-lifecycle variants, not oracle SessionStart/Compaction/Branch/SkillsReloaded (agent-harness.ts:59-68 own doc comment) -- harness_event_bus_delivers_session_and_branch skipped, but the isolation/unsub MECHANISM itself (which the oracle test also exercises) is adapted+kept passing via handleTrigger as the event source instead of prompt+move_to (harness_event_bus_isolates_panicking_listener, subscribe_harness_unsub_stops_delivery); (6) AgentHarness.compact() always uses hardcoded DEFAULT_COMPACTION_SETTINGS (keepRecentTokens=20000), no per-harness CompactionSettings override field on AgentHarnessOptions at all, so a small test transcript can never be forced into "something to compact"; compact() also throws rather than gracefully returning false on branch-read failure and has no Compaction diagnostic event on any channel; AgentHarness has zero auto-compaction-after-turn wiring (compact() is caller-invoked only) -- force_compact_writes_reachable_first_kept_entry_id_and_resume_preserves_tail, force_compact_fallback_when_session_branch_read_fails, auto_compaction_bounds_oversized_summary_prompt_before_provider_call all skipped; (7) AgentHarness.abort() only aborts prompt()/skill()/promptFromTemplate()-scoped runAbortController/runPromise -- resolveTriggerPrompt (agent-harness.ts:1717-1732) passes a brand-new disconnected AbortController to onTriggerPrompt, never wired to harness.abort(); confirmed empirically by a 30s test hang -- before_trigger_prompt_abort_cancels_in_flight_prompt_hook skipped; (8) evaluatePromotionCondition (agent-harness.ts:550) is module-private and its only public callers (runInjectSummaryDelivery/runSubAgentDelivery inside applyPromotion) are grep-confirmed to ALWAYS pass details:undefined (no CostTracker/marker-tool result-details builder wired in this unit) -- promotion_condition_any_of_returns_intersection_on_match, ...value_not_array, ...empty_intersection skipped as genuinely unreachable via the public API (the 4th PromotionCondition test, ...pointer_missing, and a 5th related test, promote_when_result_details_match_does_not_consult_summary, both happen to match the natural always-undefined-details outcome and so ARE portable/adapted, not skipped). Additionally 5 reload_skills_from_disk_* tests skipped: zero reloadSkills/ReloadSkills/skills_reloaded anywhere in agent-harness.ts or types.ts -- no method, no event, no loader-callback option exists (issue #87 sub-PR A never landed in this unit). Also 3 tests characterized via it.fails (assertions kept at oracle strength, current TS behavior genuinely differs, not weakened to pass): abort_promptly_unblocks_a_stalled_stream and abort_cancels_in_flight_prompt -- TS AgentHarness.executeTurn (agent-harness.ts:1079-1154) catches an abort and RESOLVES prompt() with a synthesized stopReason:"aborted" assistant message (createFailureMessage, agent-harness.ts:568-587) that DOES get persisted via the unconditional message_end session.appendMessage handler, instead of oracle rejecting prompt() with zero persisted assistant entries; cost_tracker_accumulates_across_turns -- CostTracker.record() (cost.ts, pure sum-only fold, bug-free) increments turnCount on every call, so getting non-zero cost into the tracker (B3/B3a masking workaround, seeding costTracker.record() manually since real provider Usage.cost is always 0) unavoidably double-counts turnCount against the harness own message_end listener also recording the same (zero-usage) real faux message -- token/cost SUMS still land correctly, only turnCount is off (4 vs oracle expected 2). One additional already-adjudicated (not fresh) divergence found and skipped rather than re-litigated: cut_point_anchors_on_user_message_even_around_trigger_custom -- findValidCutPoints (compaction.ts:305-342) intentionally includes assistant-role messages as valid cut points (unlike oracle user-only algorithm), per a PRIOR reviewers explicit decision recorded in this same ledgers agent/harness/compaction/compaction row ("applied" verdict, "left as-is... not a divergence to remove"); skipped with citation to that row instead of treated as new work. tsgo 0 errors; vitest 51/80 pass (incl. 2 it.fails), 29 skip, 0 fail; stable across 4 repeated full-suite runs (no flakiness).
agent/tests/permission_e2e	char-tests	2 rust #[tokio::test] fns -> 2 ts tests (test/ported/permission-e2e.test.ts), both passing 1:1 (dangerous_bash_is_blocked_before_tool_runs, safe_bash_passes_through_with_policy_enabled). Wiring note (not a behavior divergence): oracle wires PermissionPolicy::default_for_coding_agent().as_before_tool_call() directly into AgentHarnessOptions::before_tool_call; TS AgentHarness has no raw beforeToolCall passthrough (createLoopConfig always routes through the internal harness.on("tool_call", ...) hook system) -- adapted by wiring PermissionPolicy.evaluate() inside harness.on("tool_call", ...), same PermissionPolicy.evaluate() behavior under test either way. tsgo 0 errors; vitest 2/2 pass.
agent/tests/session_storage	char-tests	7 rust #[tokio::test] fns -> 7 ts tests (test/ported/session-storage.test.ts), all 7 passing 1:1 (memory_session_roundtrips_messages, jsonl_session_persists_across_open, jsonl_metadata_id_matches_session_file_stem, jsonl_explicit_leaf_moves_are_overridden_by_new_entries, jsonl_can_move_leaf_to_root, branch_walks_parent_chain_in_root_to_leaf_order, compaction_summary_replaces_history_up_to_first_kept). API-shape adaptation (not a behavior divergence, already established by a prior units repo.test.ts pattern): oracle JsonlSessionRepo::new(dir)/create(cwd) takes a bare root path and cwd string directly; TS JsonlSessionRepo requires {fs: FileSystem, sessionsRoot} + create({cwd, id}), list() returns JsonlSessionMetadata[] not file paths, open() takes that metadata not a PathBuf -- adapted 1:1, same observable behavior. tsgo 0 errors; vitest 7/7 pass.
agent/tests/skills_loader	char-tests	7 rust #[tokio::test] fns -> 7 ts tests (test/ported/skills-loader.test.ts): 6 passing 1:1 (discovers_skill_with_matching_parent_dir, missing_description_emits_diagnostic_and_skips, name_must_match_parent_dir, system_prompt_block_lists_each_skill, disable_model_invocation_accepts_both_kebab_and_snake, resume_rebuilds_skill_block_byte_identical_from_same_directory -- this last one via formatSkillsForSystemPrompt directly, not through AgentHarness). 1 skipped: resume_rebuilds_harness_system_prompt_byte_identical -- same confirmed GAP as harness-e2e.test.ts skills_block_appears_in_system_prompt (agent/tests/harness_e2e row): AgentHarness has no systemPrompt() getter and no automatic base+skills composition when systemPrompt is a plain string; formatSkillsForSystemPrompt is grep-confirmed never called anywhere in packages/agent/src except its own definition. tsgo 0 errors; vitest 6/7 pass, 1 skip, 0 fail.
agent/tests/templates_loader	char-tests	2 rust #[tokio::test] fns -> 2 ts tests (test/ported/templates-loader.test.ts), both passing 1:1 (loads_templates_from_dual_roots_with_project_winning incl. PromptTemplateRegistry.interpolate round-trip, missing_dirs_produce_no_diagnostics). No adaptation needed beyond field-name mapping (LoadTemplatesOutput{templates,diagnostics} -> {promptTemplates,diagnostics}). tsgo 0 errors; vitest 2/2 pass.
