unit_id	verdict	evidence
ai/providers/mistral	applied	oracle self-declares "Partial 1:1 port (~630 LOC)" with explicit TODO (Magistral prompt_mode vs reasoning_effort model detection, structured [THINK] reasoning-part assembly, tool-call-id collision-avoidance map) — base's considerably richer per-model reasoning-mode detection (usesReasoningEffort/usesPromptModeReasoning), thinking-part streaming, and collision-avoiding tool-call-id normalizer are all kept (ancestor-incomplete pattern; oracle's own ids "we only truncate here"). Confirmed divergences applied: (1) serialize_tools (mistral.rs:377-391) never emits "strict" — toFunctionTools no longer sends `strict:false`. (2) update_usage (mistral.rs:338-346) always recomputes totalTokens locally (input+output+cacheRead+cacheWrite), never trusting the provider's own total field — fixed (previously `chunk.usage.totalTokens || computed`). (3) No cost-calculation anywhere in oracle (BUG(port) B3a, confirmed via crate-wide grep) — calculateCost call removed. (4) Retry: run() (line 148) calls send_with_retry; mistral.ts had retries fully DISABLED (`retries:{strategy:"none"}`) with no replacement at all — wired sendWithRetry via the @mistralai/mistralai SDK's HTTPClient{fetcher} hook (the SDK does expose a custom-fetch point, unlike @google/genai). (5) Inbound streamed tool-call ids (mistral.rs:264,271) are unconditionally normalized through the 9-char alphanumeric normalizer, not just as a missing-id fallback — fixed. (6) mapChatStopReason (mistral.rs:320-325) has no "error" arm — any unrecognized finish_reason (including a hypothetical "error") falls through to Stop; base explicitly mapped "error"->error, removed that case. Tests: packages/ai/test/mistral-oracle-parity.test.ts (7 cases: 3 ported oracle #[test]s + 4 divergence locks including 2 real-HTTP-server retry/error-mapping tests), all pre-existing mistral-*.test.ts green.
ai/providers/google	applied	oracle self-declares "Partial 1:1 port (~500 LOC)" with explicit TODO (Gemini 3/Gemma thinking-level selection, multimodal functionResponse parts, thoughtSignature replay correctness, tool-choice config) — base's considerably richer per-model-family thinking-budget tables, Gemini3/Gemma4 thinkingLevel string support, and thoughtSignature capture/retention for text+thinking blocks during streaming (oracle's consume_gemini_sse never captures thoughtSignature for text/thinking parts at all inbound, only for functionCall) are all kept (ancestor-incomplete pattern, self-declared TODO). Confirmed divergences applied: (1) update_usage (google.rs:391-415) falls back to the locally-computed sum (input+output+cacheRead) only when totalTokenCount is absent from the JSON, not whenever it's falsy — base's `|| 0` collapsed both cases to a bare 0. (2) No cost-calculation anywhere in oracle (BUG(port) B3a) — calculateCost removed. (3) tool_counter (google.rs:186, scoped inside consume_gemini_sse, reset per call) vs base's module-level `let toolCallCounter = 0` (process-lifetime global, never reset) — moved to a per-stream-call local variable. Retry: google.rs's run() (line 146) calls send_with_retry, but the installed @google/genai SDK's HttpOptions has no custom-fetch hook (only an opaque retryOptions:{attempts}, default 5) — documented as TODO(port), not fixable without dropping the SDK (out of proportion). This unit also owns google_shared.rs's map_stop_reason (google_shared.rs:30-37): oracle's default case is Stop, not the exhaustive-enum "error" base's typed mapStopReason routed SPII/all IMAGE_*/FINISH_REASON_UNSPECIFIED/OTHER/LANGUAGE/MALFORMED_FUNCTION_CALL/UNEXPECTED_TOOL_CALL/NO_IMAGE to — this is the ACTIVELY-USED function (mapStopReasonString is dead code, zero call sites) and a high-value fix. convertTools's dual parametersJsonSchema/useParameters=true "parameters"+meta-stripping modes (google-shared.ts) vs oracle's single always-"parameters"-raw-no-stripping mode, and requiresToolCallId's Claude/gpt-oss id-injection (no oracle counterpart at all, oracle's convert_messages doesn't even take a model param) — both left as ancestor-incomplete capability gaps, well-tested existing pi behavior (google-shared-convert-tools.test.ts explicitly locks the meta-stripping). Tests: packages/ai/test/google-oracle-parity.test.ts (6 cases: mapStopReason exhaustive-vs-catchall lock, 3 oracle #[test] ports via onPayload capture, 1 full-streaming mock locking cost/totalTokens/tool-counter).
ai/providers/google_shared	applied	See ai/providers/google entry for the map_stop_reason/mapStopReason and mapStopReasonString fix (the shared function lives in this file; call sites are in google.ts/google-vertex.ts). Also reviewed convert_messages/convert_tools/is_thinking_part/retain_thought_signature (google_shared.rs:1-147, self-declared "Partial 1:1 port", TODO: multimodal functionResponse parts/tool-choice config mode/gemma-gemini3 thinking) against base's convertMessages/convertTools/isThinkingPart/retainThoughtSignature: message-role mapping ("model" for assistant, consecutive-functionResponse merging into one user turn) and thinking/text/toolCall part shapes all match; base's additional thoughtSignature base64-validation layer (isValidThoughtSignature) and same-provider-and-model gate have no oracle counterpart (oracle's convert_messages doesn't take a model param at all, structurally cannot gate) but are functionally inert in practice since the upstream transformMessages pass (verified clean 1:1 match, see ai/providers/transform_messages) already strips cross-model signatures before this function ever sees them — not a reachable divergence, left as-is.
ai/providers/google_vertex	applied	oracle self-declares "Partial 1:1 port (~570 LOC)", reuses google.rs's build_request_body/consume_gemini_sse VERBATIM (google_vertex.rs:19-21) — same 3 fixes as ai/providers/google (B3a cost removal, totalTokens absent-vs-falsy fallback fix, per-stream tool-id-counter scoping) applied identically to google-vertex.ts's separately-duplicated (not literally shared at the TS level) copy of this logic. Retry (google_vertex.rs:139, send_with_retry) has the same @google/genai SDK fetch-hook limitation as google.ts — documented TODO(port), not applied. resolveProject/resolveLocation/resolveApiKey/createClient (GOOGLE_CLOUD_PROJECT/GCLOUD_PROJECT/GOOGLE_CLOUD_LOCATION env vars, ADC handling) deliberately NOT touched — that behavior corresponds to a separate, out-of-scope oracle unit (crates/ai/src/vertex_provider.rs, "ai/vertex_provider" manifest row, not assigned to this batch); migration/reviews/manifest/sample-review-2026-08-03.md already confirmed base's env-var resolution is intentionally aligned with vertex_provider.rs (not google_vertex.rs's own simpler GOOGLE_VERTEX_PROJECT/GOOGLE_VERTEX_LOCATION-with-default scheme). Oracle's one #[test] (host_is_regional_or_global) has no portable analog — base delegates host/URL construction to the SDK's project+location+apiVersion config rather than a hand-rolled string builder; no-rust-tests-equivalent for that specific function. Tests: packages/ai/test/google-vertex-oracle-parity.test.ts (1 case, mirrors the google.ts streaming lock via the established vi.doMock("@google/genai") pattern from google-vertex-api-key-resolution.test.ts).
ai/providers/anthropic	applied	Largest unit in this batch (~936 oracle lines / ~1210 base lines). Deep divergences confirmed and applied: (1) default_budget_for (anthropic.rs:162-170) — oracle's anthropic-specific thinking-budget table is {minimal:1024,low:4096,medium:8192,high:16384,xhigh:32768}, diverging from the shared generic simple-options.ts default {minimal:1024,low:2048,medium:8192,high:16384} (low differs, xhigh has no generic slot at all) — supplied oracle's exact per-level defaults as a local override object passed into adjustMaxTokensForThinking's customBudgets param (caller overrides still win via spread); xhigh->32768 documented as TODO(port) since ThinkingBudgets (types.ts) has no xhigh field, so it still resolves through the "high" fallback (16384) upstream in clampReasoning — can't close without widening a shared type, low-impact. (2) update_usage (anthropic.rs:556-573) ACCUMULATES (+=) all 4 usage fields from message_start AND message_delta events, not overwrite-with-null-check — base's message_delta handler rewritten from overwrite to accumulate to match. (3) No cost-calculation anywhere in oracle (BUG(port) B3a) — calculateCost's result is now explicitly re-zeroed after the call at both usage-update sites (message_start, message_delta), matching the openai-responses.ts frozen-file precedent style (keep the call, supersede its output) rather than removing the call outright. (4) convert_messages (anthropic.rs:664-670) applies cache_control to the LAST User-or-ToolResult SOURCE message (rposition over the original message list) regardless of what follows it — base previously only checked params[params.length-1], meaning a conversation ending on an assistant turn got NO cache_control applied at all; fixed to scan backward through params for the last role==="user" entry. map_stop_reason (anthropic.rs:539-547) verified to already match exactly (end_turn/max_tokens/tool_use/refusal all correct, base's extra pause_turn/stop_sequence/sensitive cases all correctly fall to "stop" matching oracle's catch-all). NOT re-examined for this ledger entry (pre-existing pi-only capability, not oracle-comparable): base's z.ai-endpoint-compat consecutive-toolResult-message batching (anthropic.ts ~line 1125, "needed for z.ai Anthropic endpoint") — oracle always emits one role:user message per ToolResult, never merging; left as an ancestor-incomplete/deliberate-pi-enhancement call, ledger-flagged here for orchestrator awareness since it changes wire message COUNT (not just the cache_control fix's block-content placement, which is independently correct regardless of batching). Tests: packages/ai/test/anthropic-oracle-parity.test.ts (8 cases) + all 8 pre-existing anthropic-*.test.ts files re-verified green.
ai/providers/openai_completions	applied	~803 oracle lines / ~1161 base lines. BUG(port) B2 (RULEBOOK §5, openai_completions.rs:449-455) applied and locked: total_tokens = input(already includes cached) + output + cache_read + cache_write, double-counting cached tokens into the total (100/10/80/20 -> 210 not 110) — bug-for-bug reproduced in parseChunkUsage with the defective formula, not the corrected one. Also applied: (1) No cost-calculation anywhere in oracle (BUG(port) B3a, confirmed via crate-wide grep) — this specific fix was MISSED by the initial pass and caught on review; calculateCost call removed from parseChunkUsage plus the now-unused import. (2) Retry: run() (line 159) calls send_with_retry — wired via the OpenAI SDK's fetch override + maxRetries:0, same established pattern as openai-responses.ts (frozen reference, not touched). (3) map_stop_reason (openai_completions.rs:432-440) catch-all maps unrecognized finish_reason to "stop", not error — fixed. (4) convert_messages (openai_completions.rs:518-558): multiple Text blocks within one assistant turn join with "\n"; base previously concatenated bare. (5) normalize_base (openai_completions.rs:462-470): bare-host baseUrl gets a "/v1" prefix inserted before /chat/completions — verified matching, locked with a real-HTTP-server test. cloudflare.ts/github-copilot-headers.ts/openai-prompt-cache.ts/transform-messages.ts/openai-responses.ts dependencies read-only, not touched (see their own ledger entries). Tests: packages/ai/test/openai-completions-oracle-parity.test.ts (4 cases, real-HTTP-server based) + B2 locked in test/openai-completions-tool-choice.test.ts's "preserves prompt_tokens_details cache read/write..." case + all 7 pre-existing openai-completions-*.test.ts files + cache-retention.test.ts re-verified green.
ai/models	applied	Oracle crates/ai/src/models.rs is self-documented \"1:1 stub\" but its public surface (crate root pub use in lib.rs: get_model, list_apis, list_models, register_custom_model, unregister_custom_model) is REAL, production-reachable code: pie_ai::list_models()/get_model() are called pervasively from crates/coding-agent (model_picker.rs, model.rs, commands.rs, agent_session.rs, ui/mod.rs), not just tests. Symbol-by-symbol audit vs models.ts (getModel/getProviders/getModels/calculateCost/getSupportedThinkingLevels/clampThinkingLevel/modelsAreEqual): the latter four have NO oracle counterpart anywhere in the whole pie repo (grep across crates/ for calculate_cost/clamp_thinking/supported_thinking/models_are_equal = zero hits) -- richer base functionality oracle hasn't caught up to building, kept unchanged (amazon_bedrock-precedent). APPLIED: ported list_apis()->listApis() and list_models()->listModels() (models.rs:23-58) as pure, static-catalog-only compositions over existing getProviders/getModels (listModels = getProviders().flatMap(getModels), listApis = dedup of listModels().map(m=>m.api)) -- closes the gap batch B explicitly flagged twice (ai/lib entry: \"Oracle's list_apis() ... has no TS counterpart in models.ts at all\"; ai/tests/models_catalog entry: \"computed inline ... rather than adding a new listApis export to models.ts\"). Zero regression risk: pure additions, no existing export's signature/behavior touched. Verified: catalog provider set is IDENTICAL between oracle's crates/ai/src/models.generated.json (extracted from this same TS file) and models.generated.ts -- all 32 provider keys match exactly. Model COUNT differs by 4 (TS 942 vs oracle-JSON 938): fireworks/accounts-fireworks-models-deepseek-v4-flash (+1), google/gemini-3.5-flash (+1), openrouter/google-gemini-3.5-flash (+1), vercel-ai-gateway/google-gemini-3.5-flash (+1) -- all 4 are models TS's live auto-generator (scripts/generate-models.ts) picked up AFTER oracle's frozen @0a120dfd snapshot (2026-06-15); not a pie behavior to replicate (pie doesn't have an opinion on models that didn't exist yet at its snapshot time), confirmed NOT random entry-level drift (coherent single-release pattern: gemini-3.5-flash appearing simultaneously in 3 catalogs). Per RULEBOOK's own guidance not to diff 938 entries one-by-one, and since stripping live, real, currently-selectable models to match a stale oracle snapshot would harm the product for zero bug-for-bug benefit -- verdict none/no-action on the count delta. NOT APPLIED (verdict none on this sub-item, flagged for orchestrator): register_custom_model/unregister_custom_model (models.rs:14-16,40-49) -- oracle's process-global, arbitrary-string-keyed Mutex<HashMap<String,Model>> custom registry, checked FIRST in get_model/list_models, populated in production by crates/coding-agent/src/local_models.rs::load_all (called from main.rs:551 on every CLI startup) merging ~/.pie/models.json (base_dir) then <cwd>/.pie/models.json (cwd wins on provider+id conflict -- last-registered-wins in the accumulator loop, confirmed by reading local_models.rs:36-63). This is genuinely reachable oracle behavior, but NOT ported here because: (1) TS's coding-agent already delivers equivalent end-user behavior (custom models overriding built-ins, cwd-vs-global precedence) via a completely independent, considerably richer mechanism -- packages/coding-agent/src/core/model-registry.ts's ModelRegistry class (schema-validated models.json, provider/model-level overrides, dynamic registerProvider/unregisterProvider, OAuth model modification) -- which never touches @pie/ai's getModel/getModels for its merged list at all; (2) adding a matching stateful registry to models.ts would require either weakening the deliberately-stricter TProvider extends KnownProvider compile-time typing on getModel/getModels (explicitly flagged as \"a deliberate, stricter pi design -- not weakened\" by the ai/tests/models_catalog ledger entry) to accept oracle's arbitrary runtime provider strings, or bolting on a parallel loosely-typed API whose relationship to coding-agent's own independent mechanism is undecided; (3) the actual consumer/wiring point is crates/coding-agent/src/local_models.rs's TS counterpart, manifest unit coding-agent/local_models (phase 13, classification 'port', NOT yet built, not in this batch) -- whether that future unit should call a new @pie/ai registerCustomModel or extend ModelRegistry is a cross-package architecture fork exactly matching the RULEBOOK meta-rule's \"two agents could answer differently\" bar. RECOMMEND: RULEBOOK addition before phase 13 lands, deciding whether coding-agent/local_models wires into a new @pie/ai custom-registry (requires resolving the KnownProvider-typing question) or keeps the current split (ModelRegistry owns all custom-model logic). Code: packages/ai/src/models.ts (listModels, listApis). Tests: packages/ai/test/models-catalog-surface.test.ts (new, 4 cases).
ai/models_generated	applied	APPLIED by phase-7 catalog task: regenerated packages/ai/src/models.generated.ts from oracle's crates/ai/src/models.generated.json via new packages/ai/scripts/gen-models-from-oracle.mjs (offline, deterministic; reads ORACLE_PIE_DIR from migration/sources.env, no network calls). Verified structurally, not just by count: a deep-equal comparison of the regenerated module's exported MODELS against oracle's JSON = 0 mismatches across all 32 providers / 938 models (every field, every value). Per-provider breakdown matches migration/parity/out/oracle/S1/help.norm's \"Supported providers (32), models (938): amazon-bedrock(84), anthropic(23), ...\" line exactly (programmatically diffed, byte-identical). Content delta vs the prior pi@4868222e-snapshot file: (1) removed the 4 models absent from oracle's frozen snapshot -- fireworks/accounts-fireworks-models-deepseek-v4-flash, google/gemini-3.5-flash, openrouter/google-gemini-3.5-flash, vercel-ai-gateway/google-gemini-3.5-flash -- all post-oracle-snapshot upstream additions per this row's own prior analysis; (2) per-model field-value drift for the 938 shared models where oracle's frozen values differ from pi's live-refreshed ones (cost/contextWindow/maxTokens). Test-impact audit: grepped every getModel(provider, id) call site across packages/ai/test/ (91 unique pairs) plus a standalone gemini-3.5/deepseek-v4-flash grep -- zero test references any of the 4 removed ids; the deepseek-v4-flash ids used by stream.test.ts/supports-xhigh.test.ts are the deepseek/opencode-go/openrouter provider entries (distinct from the removed fireworks-specific copy) and all resolve fine against the oracle set. No test edits were needed or made. packages/ai/package.json's regen-models script now points at the new offline generator; the old network-based generator is preserved as regen-models:live. Gates: npx tsgo -p tsconfig.build.json (0 errors); hermetic vitest run (fresh HOME, GEMINI_API_KEY/OPENAI_API_KEY/ANTHROPIC_API_KEY unset, PI_NO_LOCAL_LLM=1) = 369 passed / 710 skipped / 0 failed (exit 0); root npm run build exit 0. See PROVENANCE.md bootstrap-adaptation entry 7 for the full rationale and command.
ai/image_models	none	Oracle's image_models.rs (get_image_model + list_image_models, both trivial derivations over BUILTIN_IMAGE_MODELS, no custom-registry concept unlike models.rs) vs image-models.ts (getImageModel/getImageModels/getImageProviders, per-provider like models.ts's original shape). Same 'flat list vs per-provider' non-issue as models.rs: list_image_models() is derivable via getImageProviders().flatMap(getImageModels) composition with no new symbol needed (oracle has no custom-model registry here to create the KnownProvider-typing tension that made list_models/list_apis worth adding to models.ts) -- lower stakes than the models.rs case since nothing consumes a flat all-providers image list anywhere in either codebase currently. No divergence to port.
ai/image_models_generated	none	Oracle's image_models_generated.rs: `pub static BUILTIN_IMAGE_MODELS: Lazy<Vec<ImagesModel>> = Lazy::new(Vec::new);` -- self-documented \"1:1 stub\", completely EMPTY catalog, zero entries. TS's image-models.generated.ts is a real, populated catalog (openrouter provider, dozens of models e.g. black-forest-labs/flux.2-*, auto-generated by scripts/generate-image-models.ts). Same disposition as the ai/providers/amazon_bedrock precedent (batch B): oracle's emptiness here is unfinished catch-up work self-documented as a stub, not a deliberate behavior to replicate by deleting TS's real data. Base's richer, populated catalog is kept unchanged.
ai/images	applied	Compared oracle images.rs's `images()` (async fn returning Result<AssistantImages,String>, registers builtins via providers::images::register_builtins::ensure() then looks up get_images_api_provider(&model.api).ok_or_else(|| format!(\"No images API registered for: {}\", model.api.0))?) against images.ts's generateImages(). Function shape matches (register-builtins side-effect import at module top instead of lazy ensure() -- same eager-vs-lazy distinction already established as non-divergent by batch B's ai/providers/register_builtins entry, extended here to the images variant). Result<T,E> propagation: per RULEBOOK Sec 2.4 default mapping (Result->throw, since images() is a plain async fn returning a single Result, NOT wrapped in a stream contract like stream()/RegisteredHandle.stream() which per ai/stream and ai/api_registry ledger entries use error_stream() instead) -- images.ts's existing throw-on-missing-provider IS the correct mapping, not a divergence. APPLIED: fixed the error MESSAGE TEXT -- images.ts previously threw a verbatim copy of stream.ts's distinct message (\"No API provider registered for api: X\", the correct wording for crates/ai/src/stream.rs's own resolve() failure, see ai/stream ledger entry) instead of images.rs's own distinct wording (\"No images API registered for: X\"). Per RULEBOOK Sec 2.1 format!/Display row (character-for-character parity for user-visible text). Code: packages/ai/src/images.ts (resolveImagesApiProvider). Tests: packages/ai/test/images-unregistered-api-error.test.ts (new, 2 cases, hermetic, no network/API keys).
ai/images_api_registry	none	Oracle's images_api_registry.rs is ENTIRELY non-functional stub: get_images_api_provider(_api) ALWAYS returns None regardless of registration state (doc comment: \"TODO: when providers are registered, look them up via the global registry\"); register_images_api_provider (feature-gated openrouter-images) is a no-op with `let _ = api;` (doc comment: \"TODO: wire concrete provider trait once the openrouter impl materializes\"); ImagesEntryHandle::generate unconditionally returns Err(\"images registry handle is a stub\"). No mismatch-guard pattern exists to compare against TS's wrapGenerateImages' `throw new Error('Mismatched api: X expected Y')` (images-api-registry.ts:31-33) -- oracle gives zero evidence of intended behavior here (unlike the analogous stream/api_registry case in ai/api_registry's ledger entry, where oracle's mismatch guard IS real, reachable code using error_stream()). Per the amazon_bedrock/image_models_generated precedent: oracle's whole images-provider subsystem is unfinished, self-documented placeholder work; TS's real, working registry (registerImagesApiProvider/getImagesApiProvider, a genuine Map-backed registry) is richer base behavior, kept unchanged. Confirmed the wildcard-export packaging difference (index.ts's `export * from \"./images-api-registry.ts\"` vs oracle's lib.rs NOT re-exporting images_api_registry at crate root) matches the exact 'granular pub use vs per-file export *' pattern batch B already characterized as a non-functional ergonomics difference in the ai/lib entry (which explicitly flagged images_api_registry/image_models/session_resources as 'out-of-batch-scope observations... same pattern as the utils/* split' for this batch, now batch D, to resolve) -- confirming/extending that precedent rather than a new finding requiring action.
ai/providers/images/mod	none	Oracle's providers/images/mod.rs contains zero runtime logic -- `pub mod register_builtins; #[cfg(feature = \"openrouter-images\")] pub mod openrouter;`, pure Rust module-visibility declarations. Identical situation to batch B's ai/providers/mod verdict (main, non-images providers/mod.rs): no ES-module barrel equivalent needed since TS files are individually import-addressable and packages/ai/src/index.ts already directly wildcard-exports each providers/images file it needs (export * from \"./providers/images/register-builtins.ts\", confirmed the only images-provider file exported; openrouter.ts is reached only indirectly via register-builtins.ts's dynamic import, matching oracle's design where openrouter.rs is only reachable via register_builtins::ensure()). Grep for \"providers/images/index\" across src/test/package.json: zero hits, nothing expects a barrel. Per RULEBOOK Sec 4 (no barrel for single/already-covered files) -- no packages/ai/src/providers/images/index.ts created. Manifest out_path recorded but produces no file, mirroring the ai/providers/mod entry's exact phrasing/precedent.
ai/providers/images/openrouter	none	Oracle's providers/images/openrouter.rs is a placeholder: `//! TODO: 1:1 port of packages/ai/src/providers/images/openrouter.ts` -- ImagesEntry::generate unconditionally returns Err(\"openrouter-images not yet implemented\"). TS's providers/images/openrouter.ts is a full, real, working implementation (OpenAI-SDK-based chat-completions-with-images call to OpenRouter, base64 data-url image extraction, usage/cost parsing with cache-read/cache-write token accounting). Zero oracle behavior exists to compare against or bug-for-bug replicate -- same unfinished-stub disposition as image_models_generated/images_api_registry above. Base's real implementation (including its usage.cost computation in parseUsage, which nothing in oracle's B3/B3a bug-shape applies to, since B3a is scoped to REACHABLE provider cost-paths and oracle's openrouter-images path is unreachable/non-functional) is kept unchanged.
ai/providers/images/register_builtins	none	Oracle's providers/images/register_builtins.rs: lazy OnceLock-gated ensure(), registers openrouter-images (feature-gated) into the (non-functional, see ai/images_api_registry entry) global registry on first call from images::images(). TS's providers/images/register-builtins.ts: eager module-load-time registration (registerBuiltInImagesApiProviders() called as a top-level side effect on import, same pattern as the plain providers/register-builtins.ts already vetted non-divergent by batch B's ai/providers/register_builtins entry -- oracle's own doc comment there: both guarantee registration before first use, mechanism differs but guarantee holds). TS's lazy-import + createLazyLoadErrorImages fallback for the openrouter module also mirrors the already-vetted createLazyStream pattern in the main provider registry. No new divergence; extends established precedent to the images variant.
ai/session_resources	none	Oracle's session_resources.rs::cleanup_session_resources is a pure no-op: `// TODO: when we add pooled reqwest clients / OAuth refresh tasks, tear them down here.` -- no registration mechanism exists at all. TS's session-resources.ts implements a real pub/sub cleanup registry (registerSessionResourceCleanup returning an unsubscribe fn, backed by a Set<SessionResourceCleanup>; cleanupSessionResources iterates all registered cleanups, catches individual failures, and re-throws an AggregateError if any failed). Since oracle's function does literally nothing, there is no reachable oracle behavior (error aggregation, ordering, etc.) to diff against -- TS's richer machinery is unfinished-catch-up-work territory (oracle hasn't built the feature this scaffolding anticipates), kept unchanged per the established precedent.
ai/cli	none	Oracle's cli.rs is an explicit stub: `pub fn main_entry() { println!(\"pie-ai-rs CLI is a TODO. Use `cargo run --example anthropic_hello` for now.\"); }` -- self-documented as \"currently exposes only a main_entry() shim so the file mapping holds\"; not re-exported from lib.rs's pub use list (cli is `pub mod cli;` only, crate-internal-reachable path, never part of the public API). TS's cli.ts is a real, functioning standalone OAuth-login CLI (login/list commands, interactive provider selection, auth.json persistence) -- likewise NOT exported from packages/ai/src/index.ts (grep confirms no `export * from \"./cli.ts\"` line), matching oracle's non-public-surface treatment exactly despite the functional gap. No oracle behavior to bug-for-bug replicate; base's real CLI kept unchanged as unfinished-catch-up-work on oracle's side.
ai/utils/mod	none	First ledger entry for this unit (not recorded by batch B -- confirmed via grep of this file before starting: zero prior 'utils/mod' rows). Oracle's utils/mod.rs contains zero runtime logic -- pure `pub mod <name>;` declarations for abort, aws_eventstream, diagnostics, event_stream, hash, headers, json_parse, node_http_proxy, oauth, overflow, retry, sanitize_unicode, sse, typebox_helpers, validation (15 total, no #[cfg] feature gates unlike providers/mod.rs). Identical situation to the already-established ai/providers/mod precedent (batch B): pure Rust module-visibility necessity, no ES-module barrel equivalent needed (each utils/*.ts file is individually import-addressable; packages/ai/src/index.ts already directly wildcard/named-exports the specific utils files it needs -- diagnostics, event-stream, json-parse, oauth/types, overflow, typebox-helpers, validation -- with no indirection through a utils/index.ts). Grep for \"utils/index\" across src/test/package.json: zero hits. Per RULEBOOK Sec 4 -- no packages/ai/src/utils/index.ts created; manifest out_path recorded but produces no file. Note: the individual utils/*.rs submodules themselves (abort, diagnostics, event_stream, hash, headers, json_parse, node_http_proxy, overflow, retry, sanitize_unicode, typebox_helpers, validation, oauth/*) are separate manifest units at phase 7 explicitly flagged in this batch's task instructions as 'other agent in flight -- do not touch' (in-progress elsewhere); this entry covers ONLY the mod.rs module-index file itself, not their contents.
ai/env_api_keys	applied	Field-by-field audit of ENTRIES (env_api_keys.rs:6-28) + get_env_api_key/env_var_names (used by ui/mod.rs, commands.rs, auth.rs for the empty-environment warning text, per task framing) against env-api-keys.ts's getApiKeyEnvVars/findEnvKeys/getEnvApiKey. APPLIED (additive, oracle-authoritative, no removal of existing base behavior): (1) ds4->DS4_API_KEY (env_api_keys.rs:22, backed by its own test ds4_uses_dedicated_local_env_var) was entirely missing from base's envMap and "ds4" isn't a KnownProvider, but findEnvKeys/getEnvApiKey already accept plain `string` overloads so no types.ts change needed; reachable in principle via openai-completions.ts-style compat routing (out of scope, not touched). (2) openai-codex->OPENAI_API_KEY (env_api_keys.rs:9): base's openai-codex-responses.ts (out of scope, read-only) already calls getEnvApiKey(model.provider) with provider="openai-codex" but base's envMap had no entry for it, so this call always returned undefined -- confirmed genuine reachable gap, closed. (3) google: oracle checks [GOOGLE_API_KEY, GEMINI_API_KEY] (env_api_keys.rs:11), base only checked GEMINI_API_KEY; added GOOGLE_API_KEY as first-checked candidate (special-cased like the pre-existing anthropic/github-copilot blocks), GEMINI_API_KEY still works standalone. (4) huggingface: oracle checks [HUGGINGFACE_API_KEY, HF_TOKEN] (env_api_keys.rs:26), base only checked HF_TOKEN; added HUGGINGFACE_API_KEY as first-checked, HF_TOKEN still works standalone (oracle has zero actual "huggingface" Cargo feature/provider -- this entry is purely from oracle's authoritative provider-name table, which the task explicitly frames as the source of truth for this file, independent of oracle's own provider wiring). NOT applied (verdict=none for these sub-findings, evidence only, flagged for orchestrator): (a) github-copilot name mismatch (oracle GITHUB_COPILOT_TOKEN vs base COPILOT_GITHUB_TOKEN) -- oracle's github_copilot.rs OAuth login/refresh both literally return Err("... not yet implemented"), so this table entry backs zero working oracle behavior; base's COPILOT_GITHUB_TOKEN is CHANGELOG-documented (packages/ai/CHANGELOG.md:60, "requiring OAuth login or COPILOT_GITHUB_TOKEN instead") and README-documented (packages/ai/README.md:1125) as a deliberate historical pi convention, and is asserted by test/env-api-keys.test.ts. Applying oracle's name would silently regress a real, tested, documented feature for zero functional gain. (b) cloudflare-workers-ai name mismatch (oracle CLOUDFLARE_API_TOKEN vs base CLOUDFLARE_API_KEY) -- confirmed oracle's own providers/cloudflare.rs never calls env_api_keys::get_env_api_key at all (grep: zero hits), so this table entry is unreachable/decorative even within oracle itself; not applied. (c) anthropic ANTHROPIC_OAUTH_TOKEN (base-only addition, oracle has just [ANTHROPIC_API_KEY]) -- base richer, no oracle behavior lost, kept. (d) google-vertex/amazon-bedrock: oracle's crude single-var entries (GOOGLE_APPLICATION_CREDENTIALS as if it were a bearer key; AWS_ACCESS_KEY_ID alone) are not reachable via the generic get_env_api_key(provider) call for these two providers in oracle either (grep confirmed no google_vertex.rs/amazon_bedrock.rs caller); base's dedicated hasVertexAdcCredentials()/multi-source-AWS-credential special-case blocks in getEnvApiKey are a correct, richer superset (oracle's naive google-vertex entry would actually be WRONG if applied literally -- GOOGLE_APPLICATION_CREDENTIALS holds a file path, not a bearer token). Not applied. Also added new exported `envVarNames(provider)` (packages/ai/src/env-api-keys.ts) mirroring oracle's public `env_var_names()` (env_api_keys.rs:45-52) -- base previously had no analog returning the raw unfiltered candidate-name list (findEnvKeys only returns vars that are actually SET), which the task specifically calls out as the source of empty-environment warning text; this closes that public-API-surface gap for the (out-of-scope, phase-12) coding-agent/oauth consumer. Code: packages/ai/src/env-api-keys.ts. Tests: packages/ai/test/env-api-keys.test.ts (12 new cases: ds4 x2 incl. ported oracle ds4_uses_dedicated_local_env_var, openai-codex, google x3, huggingface x3, envVarNames-unknown-provider), all passing.
ai/oauth	none	oracle/crates/ai/src/oauth.rs is a 4-line re-export hub: "pub use crate::utils::oauth::*;" (doc: "OAuth public surface. 1:1 mirror of packages/ai/src/oauth.ts"). Base packages/ai/src/oauth.ts is already the exact structural match: `export * from "./utils/oauth/index.ts";`. No divergence possible at this trivial re-export layer; all actual behavior lives in the utils/oauth/* sub-units (see below). no-rust-tests (oracle has no #[cfg(test)] in oauth.rs).
