unit_id	src_path	base_path	out_path	classification	phase	status	rationale
coding-agent/tools/install_skill	crates/coding-agent/src/tools/install_skill.rs	-	packages/coding-agent/src/tools/install-skill.ts	port	9	done	skill mgmt tool
coding-agent/tools/ls	crates/coding-agent/src/tools/ls.rs	packages/coding-agent/src/core/tools/ls.ts	packages/coding-agent/src/core/tools/ls.ts	diff-port	9	done	auto name-match to pi counterpart (divergence set determined in-phase)
coding-agent/tools/mcp_adapter	crates/coding-agent/src/tools/mcp_adapter.rs	-	packages/coding-agent/src/tools/mcp-adapter.ts	port	9	done	MCP tool adapter — pie built-in MCP
coding-agent/tools/memory	crates/coding-agent/src/tools/memory.rs	-	packages/coding-agent/src/tools/memory.ts	port	9	done	memory tool (~/.pie/memory) — pie feature
coding-agent/tools/mod	crates/coding-agent/src/tools/mod.rs	-	packages/coding-agent/src/tools/index.ts	port	9	done	no pi counterpart found (name+curated search)
coding-agent/tools/read	crates/coding-agent/src/tools/read.rs	packages/coding-agent/src/core/tools/read.ts	packages/coding-agent/src/core/tools/read.ts	diff-port	9	done	auto name-match to pi counterpart (divergence set determined in-phase)
coding-agent/tools/remove_skill	crates/coding-agent/src/tools/remove_skill.rs	-	packages/coding-agent/src/tools/remove-skill.ts	port	9	done	skill mgmt tool
coding-agent/tools/set_skill_state	crates/coding-agent/src/tools/set_skill_state.rs	-	packages/coding-agent/src/tools/set-skill-state.ts	port	9	done	skill state tool
coding-agent/tools/skill	crates/coding-agent/src/tools/skill.rs	-	packages/coding-agent/src/tools/skill.ts	port	9	done	skill tool
coding-agent/tools/skill_builder	crates/coding-agent/src/tools/skill_builder.rs	-	packages/coding-agent/src/tools/skill-builder.ts	port	9	done	skill builder tool
coding-agent/tools/task	crates/coding-agent/src/tools/task.rs	-	packages/coding-agent/src/tools/task.ts	port	9	done	Task subagent tool v1 — pie built-in (pi keeps it an example)
coding-agent/tools/truncate	crates/coding-agent/src/tools/truncate.rs	packages/coding-agent/src/core/tools/truncate.ts	packages/coding-agent/src/core/tools/truncate.ts	diff-port	9	done	auto name-match to pi counterpart (divergence set determined in-phase)
coding-agent/tools/web_fetch	crates/coding-agent/src/tools/web_fetch.rs	-	packages/coding-agent/src/tools/web-fetch.ts	port	9	done	web_fetch tool — pie built-in
coding-agent/tools/web_search	crates/coding-agent/src/tools/web_search.rs	-	packages/coding-agent/src/tools/web-search.ts	port	9	done	web_search tool — pie built-in
coding-agent/tools/write	crates/coding-agent/src/tools/write.rs	packages/coding-agent/src/core/tools/write.ts	packages/coding-agent/src/core/tools/write.ts	diff-port	9	done	auto name-match to pi counterpart (divergence set determined in-phase)
coding-agent/inbox	crates/coding-agent/src/inbox.rs	-	packages/coding-agent/src/inbox.ts	port	10	done	global inbox — pie loops/inbox closed loop
coding-agent/triggers/cron	crates/coding-agent/src/triggers/cron.rs	-	packages/coding-agent/src/triggers/cron.ts	port	10	done	session cron (30s tick) — pie automation core
coding-agent/triggers/dynamic	crates/coding-agent/src/triggers/dynamic.rs	-	packages/coding-agent/src/triggers/dynamic.ts	port	10	done	dynamic LLM-checked rules — pie automation core
coding-agent/triggers/mcp_notification_hook	crates/coding-agent/src/triggers/mcp_notification_hook.rs	-	packages/coding-agent/src/triggers/mcp-notification-hook.ts	port	10	done	MCP push into trigger chain — pie automation core
coding-agent/triggers/mod	crates/coding-agent/src/triggers/mod.rs	-	packages/coding-agent/src/triggers/index.ts	port	10	done	trigger module glue
coding-agent/builtin_skills	crates/coding-agent/src/builtin_skills.rs	-	packages/coding-agent/src/builtin-skills.ts	port	11	done	bundled builtin skills — pie feature
coding-agent/goal	crates/coding-agent/src/goal.rs	-	packages/coding-agent/src/goal.ts	port	11	done	'/goal' evaluator — pie product feature
coding-agent/hooks	crates/coding-agent/src/hooks.rs	-	packages/coding-agent/src/hooks.ts	port	11	done	hooks with opt-in gate — pie feature
coding-agent/skills	crates/coding-agent/src/skills.rs	packages/coding-agent/src/core/skills.ts	packages/coding-agent/src/core/skills.ts	diff-port	11	done	curated semantic map to pi counterpart
coding-agent/skills_state	crates/coding-agent/src/skills_state.rs	-	packages/coding-agent/src/skills-state.ts	port	11	done	skills enable/disable state — pie feature | PRE-COMPLETED in phase 9 by the skill-family tools batch (skill/set_skill_state/remove_skill hard-depend on it); ledger row filed under coding-agent-tools. Phase 11 must NOT redo it — verify only.
coding-agent/auth	crates/coding-agent/src/auth.rs	packages/coding-agent/src/core/auth-storage.ts	packages/coding-agent/src/core/auth-storage.ts	diff-port	12	done	curated semantic map to pi counterpart
coding-agent/config	crates/coding-agent/src/config.rs	packages/coding-agent/src/config.ts	packages/coding-agent/src/config.ts	diff-port	12	done	curated semantic map to pi counterpart
coding-agent/export	crates/coding-agent/src/export.rs	packages/coding-agent/src/core/export-html	packages/coding-agent/src/export.ts	diff-port	12	done	curated semantic map to pi counterpart
coding-agent/history	crates/coding-agent/src/history.rs	-	packages/coding-agent/src/history.ts	port	12	done	persistent prompt history store (~/.pie/history, cap 1000, /history cmd); WIRES INTO tui editor in-memory history (review B note)
coding-agent/lsp	crates/coding-agent/src/lsp.rs	-	packages/coding-agent/src/lsp.ts	port	12	done	LSP integration — pie feature
coding-agent/lsp_supervisor	crates/coding-agent/src/lsp_supervisor.rs	-	packages/coding-agent/src/lsp-supervisor.ts	port	12	done	LSP supervisor — pie feature
coding-agent/mcp_loader	crates/coding-agent/src/mcp_loader.rs	-	packages/coding-agent/src/mcp-loader.ts	port	12	done	user/project MCP config loader + spawn — pie built-in MCP
coding-agent/oauth	crates/coding-agent/src/oauth.rs	-	packages/coding-agent/src/oauth.ts	port	12	done	login flow orchestration (rejects inline key) — pie behavior
coding-agent/session/mod	crates/coding-agent/src/session/mod.rs	packages/coding-agent/src/core/session-manager.ts	packages/coding-agent/src/core/session-manager.ts	diff-port	12	done	curated semantic map to pi counterpart
coding-agent/session_archive	crates/coding-agent/src/session_archive.rs	-	packages/coding-agent/src/session-archive.ts	port	12	done	session archive — pie feature
coding-agent/agent_session	crates/coding-agent/src/agent_session.rs	packages/coding-agent/src/core/agent-session.ts	packages/coding-agent/src/core/agent-session.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/bug_report	crates/coding-agent/src/bug_report.rs	-	packages/coding-agent/src/bug-report.ts	port	13	done	bug report cmd — pie feature
coding-agent/clipboard_image	crates/coding-agent/src/clipboard_image.rs	packages/coding-agent/src/utils/clipboard-image.ts	packages/coding-agent/src/utils/clipboard-image.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/commands	crates/coding-agent/src/commands.rs	packages/coding-agent/src/core/slash-commands.ts	packages/coding-agent/src/core/slash-commands.ts	diff-port	13	done	curated semantic map to pi counterpart | phase 14 addendum: the dispatch half of this unit (dispatch, Registry::with_builtins, CommandCtx, CommandOutcome, console::set_sink, skill_shortcuts, attach_skill_prompt, render_triggers_status, render_cron_jobs and the /help renderer) lands in the same directory as core/slash-dispatch.ts plus slash-dispatch-{deps,skills,triggers,session}.ts, clearing all 41 skips in test/ported/commands-e2e.test.ts (43/43 green). **Unfinished, and currently claimed by no manifest row**: wiring dispatch into the REPL (the if-chain at modes/interactive/interactive-mode.ts:2517-2674, plus switching autocompletion to PIE_BUILTIN_COMMANDS). That was recorded under coding-agent/tui, but on 2026-08-04 that row was reclassified as the line-stream renderer src/tui.ts. **Orchestrator's finding: no new row is needed — the REPL event loop is upstream's ui/mod.rs, already claimed by the `coding-agent/ui/mod` row (phase 15, whose ROADMAP scope says plainly "port the whole coding-agent ui/ module").** When phase 15 wires it, the skeleton-style if-chain in interactive-mode.ts has to be replaced by the dispatch this unit delivers, and autocompletion switched to PIE_BUILTIN_COMMANDS.
coding-agent/control_plane_prompt	crates/coding-agent/src/control_plane_prompt.rs	-	packages/coding-agent/src/control-plane-prompt.ts	port	13	done	control-plane prompt — pie trigger/automation prompt layer
coding-agent/debug	crates/coding-agent/src/debug.rs	-	packages/coding-agent/src/debug.ts	port	13	done	debug utilities
coding-agent/extensions	crates/coding-agent/src/extensions.rs	-	packages/coding-agent/src/extensions.ts	port	13	done	unwired extension registry — port as-is (audit: dead code allowed)
coding-agent/images	crates/coding-agent/src/images.rs	packages/coding-agent/src/utils/image-convert.ts	packages/coding-agent/src/utils/image-convert.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/local_models	crates/coding-agent/src/local_models.rs	-	packages/coding-agent/src/local-models.ts	port	13	done	local model (DS4/ollama-style) detection — pie feature
coding-agent/logging	crates/coding-agent/src/logging.rs	-	packages/coding-agent/src/logging.ts	port	13	done	logging setup
coding-agent/main	crates/coding-agent/src/main.rs	packages/coding-agent/src/main.ts	packages/coding-agent/src/main.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/mentions	crates/coding-agent/src/mentions.rs	-	packages/coding-agent/src/mentions.ts	port	13	done	@-mention resolution
coding-agent/model	crates/coding-agent/src/model.rs	-	packages/coding-agent/src/model.ts	port	13	done	model registry glue
coding-agent/model_picker	crates/coding-agent/src/model_picker.rs	-	packages/coding-agent/src/model-picker.ts	port	13	done	interactive model picker TUI+WebUI (#223) — pie feature
coding-agent/otlp	crates/coding-agent/src/otlp.rs	-	packages/coding-agent/src/otlp.ts	port	13	done	OTLP exporter — pie telemetry
coding-agent/resume_picker	crates/coding-agent/src/resume_picker.rs	packages/coding-agent/src/cli/session-picker.ts	packages/coding-agent/src/cli/session-picker.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/templates	crates/coding-agent/src/templates.rs	packages/coding-agent/src/core/prompt-templates.ts	packages/coding-agent/src/core/prompt-templates.ts	diff-port	13	done	curated semantic map to pi counterpart
coding-agent/tests/bug_report_e2e	crates/coding-agent/tests/bug_report_e2e.rs	-	packages/coding-agent/test/ported/bug-report-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/cli_help	crates/coding-agent/tests/cli_help.rs	-	packages/coding-agent/test/ported/cli-help.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/cli_session	crates/coding-agent/tests/cli_session.rs	-	packages/coding-agent/test/ported/cli-session.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/cli_skills	crates/coding-agent/tests/cli_skills.rs	-	packages/coding-agent/test/ported/cli-skills.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/commands	crates/coding-agent/tests/commands.rs	-	packages/coding-agent/test/ported/commands-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests | out_path corrected 2026-08-04: was test/ported/commands.test.ts, **a file belonging to the source unit coding-agent/commands** (produced by batch A), which collides with this characterization-test unit. A collision like that lets the queue rule "out_path exists means done" mark this unit complete on the strength of another unit's file — found by the closing spot check.
coding-agent/tests/dynamic_trigger_e2e	crates/coding-agent/tests/dynamic_trigger_e2e.rs	-	packages/coding-agent/test/ported/dynamic-trigger-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/export_e2e	crates/coding-agent/tests/export_e2e.rs	-	packages/coding-agent/test/ported/export-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/git_tool_e2e	crates/coding-agent/tests/git_tool_e2e.rs	-	packages/coding-agent/test/ported/git-tool-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/hooks_e2e	crates/coding-agent/tests/hooks_e2e.rs	-	packages/coding-agent/test/ported/hooks-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/lsp_framing	crates/coding-agent/tests/lsp_framing.rs	-	packages/coding-agent/test/ported/lsp-framing.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/spinner_e2e	crates/coding-agent/tests/spinner_e2e.rs	-	packages/coding-agent/test/ported/spinner-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/task_tool_e2e	crates/coding-agent/tests/task_tool_e2e.rs	-	packages/coding-agent/test/ported/task-tool-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/tools	crates/coding-agent/tests/tools.rs	-	packages/coding-agent/test/ported/tools-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests | out_path corrected 2026-08-04: was test/ported/tools.test.ts, which does not exist.
coding-agent/tests/tui_render_e2e	crates/coding-agent/tests/tui_render_e2e.rs	-	packages/coding-agent/test/ported/tui-render-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/web_fetch_e2e	crates/coding-agent/tests/web_fetch_e2e.rs	-	packages/coding-agent/test/ported/web-fetch-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/tests/web_search_e2e	crates/coding-agent/tests/web_search_e2e.rs	-	packages/coding-agent/test/ported/web-search-e2e.test.ts	char-tests	13	done	Rust integration tests -> vitest characterization tests
coding-agent/markdown	crates/coding-agent/src/markdown.rs	packages/tui/src/components/markdown.ts	packages/tui/src/components/markdown.ts	diff-port	14	done	curated semantic map to pi counterpart
coding-agent/readline	crates/coding-agent/src/readline.rs	-	packages/coding-agent/src/readline.ts	port	14	done	line editor fallback
coding-agent/spinner	crates/coding-agent/src/spinner.rs	-	packages/coding-agent/src/spinner.ts	port	14	done	RECLASSIFIED 2026-08-04 (found by the phase 13 characterization-test unit): it was recorded as a diff-port onto packages/tui/src/components/loader.ts, which is wrong. Loader agrees with upstream on two trivial constants only (DEFAULT_FRAMES == FRAMES at spinner.rs:33, and DEFAULT_INTERVAL_MS 80 == FRAME_MS at spinner.rs:34), and has none of the behavioral surface spinner_e2e asserts: no injectable SpinnerSink (spinner.rs:38-40), stop does not write the \r\x1b[2K clear sequence (spinner.rs:100-107), no idempotence contract, no enabled or TTY gate (spinner.rs:125-128), and no clone-does-not-stop-on-drop semantics (spinner.rs:86-95,110-116). The orchestrator has confirmed: grepping Loader for sink, 2K, isTTY or enabled finds nothing, and packages/coding-agent/src/spinner.ts does not exist. Loader renders into the TUI component tree with no observable byte stream — this is a gap rather than a rename, and phase 14 has to port it properly instead of diffing it shallowly. The acceptance list is the last 8 items in test/ported/spinner-e2e.test.ts, and the 6 #[cfg(test)] unit tests at spinner.rs:172-258 belong to this unit as well.
coding-agent/tui	crates/coding-agent/src/tui.rs	-	packages/coding-agent/src/tui.ts	port	14	done	RECLASSIFIED 2026-08-04 (reported by the phase 14 implementer, reviewed by the orchestrator): it was recorded as a diff-port onto packages/coding-agent/src/modes/interactive/interactive-mode.ts, which is wrong. Upstream's tui.rs is a **line-stream** renderer (renderEvent and renderHarnessEvent write lines to an injectable sink, with RenderState carried across calls), while the base is the skeleton's component-tree TUI, which has **no line-stream path** — before this work, grepping the whole repository for renderEvent, renderHarnessEvent, renderPersisted, [thinking] or the gear glyph found nothing, which the orchestrator confirmed with git show HEAD. The hazard is the same kind as coding-agent/spinner: the file out_path points at exists but has nothing to do with this unit, and the rule "out_path exists means done" would mark it complete on the strength of an unrelated file. What was actually delivered is the new module src/tui.ts, 723 lines, and all 19 tui_render_e2e tests now pass with their skips removed.
coding-agent/ui/feed	crates/coding-agent/src/ui/feed.rs	-	packages/coding-agent/src/ui/feed.ts	port	15	done	WebUI feed — pie WebUI
coding-agent/ui/kernel	crates/coding-agent/src/ui/kernel.rs	-	packages/coding-agent/src/ui/kernel.ts	port	15	done	WebUI kernel — pie WebUI
coding-agent/ui/listener	crates/coding-agent/src/ui/listener.rs	-	packages/coding-agent/src/ui/listener.ts	port	15	done	WebUI listener — pie WebUI
coding-agent/ui/mod	crates/coding-agent/src/ui/mod.rs	-	packages/coding-agent/src/ui/index.ts	port	15	done	WebUI module glue — pie WebUI
coding-agent/ui/relay	crates/coding-agent/src/ui/relay.rs	-	packages/coding-agent/src/ui/relay.ts	port	15	done	WebUI relay — pie WebUI
coding-agent/ui/web	crates/coding-agent/src/ui/web.rs	-	packages/coding-agent/src/ui/web.ts	port	15	done	WebUI http server — pie WebUI
workers/fefe-hub	workers/fefe-hub	-	workers/fefe-hub	reuse	15	done	upstream directory is already TypeScript; copied verbatim at phase 1 (build+17 tests green)
